[91 88 40]
 0.7564 -0.3394  0.6323
 0.8426 -0.9126  0.4454
 0.9724 -0.3411 -0.1643
 0.8099 -0.0804 -0.9098
-0.4444 -0.0697 -0.2332
-0.3839  0.1196 -0.8451
-0.3095  0.9869 -0.2931
-0.0407  0.0579  0.7260
 0.0191  0.8929  0.8894
 0.4038 -0.6034 -0.9771
 0.8405 -0.0061 -0.5299
-0.5513  0.5440 -0.1610
 0.5423 -0.5013  0.5961
-0.0685 -0.7834  0.7026
 0.1155  0.7632 -0.6762
 0.8347  0.3335 -0.8061
-0.6680 -0.1251  0.0809
 0.6126 -0.4873  0.0408
-0.5431  0.6604  0.7244
 0.1508  0.9229 -0.2053
 0.7582 -0.9270 -0.3932
-0.2680 -0.7998 -0.7145
-0.7197  0.8474  0.5143
 0.6717  0.4089  0.4287
 0.9012  0.2784 -0.6500
 0.7095  0.3765 -0.4293
 0.4290  0.6026 -0.4852
-0.5467 -0.4732  0.4214
 0.6846 -0.7547  0.4101
-0.6894  0.4164 -0.9241
 0.7970 -0.5255  0.0928
 0.5999  0.8044  0.7421
 0.1960 -0.3727 -0.9059
-0.1797 -0.7495 -0.6370
 0.6422 -0.9935 -0.9022
 0.5409 -0.3974  0.2414
-0.7603  0.7377  0.8015
-0.3932 -0.1648  0.3260
-0.7511  0.9623 -0.4001
 0.0838 -0.9739  0.6902
-0.2227  0.0420 -0.7642
 0.6468  0.7305  0.6761
 0.2353 -0.3646  0.9977
 0.1580  0.3970  0.9761
 0.1191 -0.1792 -0.9734
 0.9678  0.1458 -0.3717
 0.4701 -0.6101 -0.4212
-0.3482  0.3752  0.5301
 0.2689 -0.8010  0.3360
-0.3210  0.5880 -0.2379
-0.4520  0.7493  0.9746
 0.9291  0.4421  0.1278
 0.0781  0.0467 -0.1982
-0.6811  0.7191 -0.9982
 0.1391  0.6018 -0.9205
-0.2521  0.3242 -0.2197
 0.1547 -0.4034  0.4722
 0.8516  0.9564 -0.9487
 0.8255 -0.1990  0.2860
 0.6362  0.0440 -0.9795
 0.9987  0.6067  0.4174
 0.2938  0.0565 -0.2877
 0.4287  0.9042  0.5649
 0.7417  0.9947  0.8108
 0.0730  0.8705  0.7811
 0.1460  0.0727  0.0547
 0.4147 -0.9872 -0.9748
 0.4832 -0.1692  0.2829
-0.1856  0.9954 -0.1542
-0.8054  0.0970 -0.2952
-0.4127  0.5097 -0.2950
-0.8019 -0.3463  0.5581
-0.8040 -0.3458  0.5453
-0.3856 -0.6201  0.8518
 0.1375 -0.5866 -0.5986
-0.3678  0.7694  0.4399
 0.0517 -0.8739 -0.8909
-0.1215  0.1044 -0.9388
 0.3465  0.4777  0.8836
 0.2755 -0.1680 -0.4955
-0.0158  0.7863  0.2990
 0.9202  0.3510  0.5792
-0.1895 -0.2993 -0.3948
 0.6317  0.0433 -0.5979
-0.1986 -0.5236 -0.2037
 0.4368 -0.1676  0.2335
-0.5992 -0.9175  0.1134
-0.8908 -0.1385 -0.1523
 0.0384 -0.8411  0.6569
-0.4537 -0.0133 -0.7970
-0.2491 -0.5433 -0.0302
-0.0312 -0.0561  0.9073
 0.5504 -0.6947  0.0719
 0.4463 -0.8291 -0.7591
 0.0776  0.4101 -0.2644
-0.8069  0.2654  0.0219
-0.6388  0.5357 -0.3590
-0.8118  0.8036  0.4103
-0.2810 -0.0606 -0.6082
 0.7370  0.7996  0.9363
 0.5788  0.6006 -0.9977
 0.0309 -0.5169 -0.9965
-0.2307 -0.8347  0.0208
 0.0542  0.7877 -0.1359
 0.0918  0.1794  0.8603
-0.7127 -0.9548 -0.6701
 0.8147  0.9702 -0.5007
 0.9131  0.4363  0.8643
-0.5222  0.2714  0.2261
 0.1724  0.7698  0.2004
 0.0838  0.7375 -0.1422
-0.9558 -0.1588  0.1168
 0.4496  0.2946 -0.4242
-0.4800  0.3204 -0.9921
-0.7132  0.4605  0.1853
-0.5338 -0.1380 -0.1139
 0.5391  0.9718  0.4427
 0.6812 -0.7600 -0.6165
 0.4840 -0.1949 -0.1536
-0.0233  0.7136  0.4130
-0.9009 -0.0533  0.6866
 0.8941  0.7783  0.8881
-0.6715 -0.6159 -0.1341
-0.1853 -0.4004 -0.8110
-0.5348  0.4580  0.4456
-0.7835 -0.1937  0.9482
 0.7909  0.9927 -0.2035
-0.7829  0.8818 -0.2400
-0.6114 -0.0881 -0.7711
-0.3106  0.7491 -0.5894
-0.9230 -0.2155 -0.9752
-0.3359 -0.3250 -0.8681
 0.8566  0.1822  0.4337
 0.4405 -0.8841  0.5216
 0.9759 -0.3918 -0.8546
 0.1626  0.9077  0.9693
-0.8220 -0.3086 -0.0223
 0.7913 -0.0693  0.8576
-0.9484 -0.8750 -0.6221
-0.7382 -0.6510 -0.2372
-0.0866  0.4594  0.6817
-0.7244  0.9069  0.3602
 0.0772  0.8773 -0.1594
 0.2680 -0.1492  0.3048
-0.6470  0.8422 -0.2583
 0.6691  0.7300  0.7681
 0.1268  0.5108 -0.9398
-0.8413  0.1528 -0.2867
-0.3677 -0.5267 -0.5073
-0.6987 -0.7506  0.1265
 0.0524  0.4999 -0.6784
-0.7176 -0.7870  0.8719
-0.9780 -0.5924  0.2840
-0.1540  0.9156 -0.4323
 0.7746 -0.8687  0.6868
-0.4469  0.1431  0.2993
 0.7494 -0.0249 -0.6278
-0.3015 -0.1307  0.2094
 0.1544  0.0127 -0.5023
 0.0675  0.5457  0.1021
 0.4795  0.8954  0.5914
-0.4785  0.9968 -0.3592
 0.6168  0.4712  0.4460
-0.8512  0.3344 -0.1413
 0.4928 -0.3733  0.7328
-0.7283  0.4725  0.1492
 0.0721  0.1909  0.4802
 0.3520  0.7296 -0.7345
-0.0082  0.8495 -0.5852
 0.6332 -0.0672 -0.5482
-0.8074  0.1332 -0.0346
 0.3959 -0.9609  0.4325
 0.1504  0.1309  0.9880
-0.6215 -0.2384  0.2733
-0.7476  0.4875  0.5686
-0.9776  0.6171  0.8988
-0.0740  0.4632 -0.3941
-0.8921  0.7608  0.2288
-0.9932  0.9268  0.2891
-0.0223 -0.6426 -0.2221
 0.2208  0.3041  0.7066
-0.0394  0.0968 -0.9747
 0.9754 -0.9251 -0.6117
-0.1185 -0.5130  0.3254
 0.0397  0.4412 -0.7901
-0.5987  0.8940  0.8987
 0.2951 -0.9235 -0.7533
-0.4121  0.3620  0.2886
-0.6247 -0.1664  0.5647
-0.7754 -0.1724  0.5523
-0.1217 -0.2231 -0.9003
-0.8222 -0.8250 -0.6492
 0.2301  0.3152 -0.7202
 0.4214  0.9503 -0.6952
-0.8143 -0.5448 -0.8228
 0.4148  0.9423 -0.2107
-0.1143  0.6287  0.9074
 0.6718 -0.4221  0.6483
 0.9881  0.4697 -0.5897
 0.4324 -0.6581 -0.4306
-0.6087 -0.8302 -0.5051
-0.5983 -0.4381  0.9090
-0.2638 -0.5532  0.5728
-0.1927 -0.4241 -0.1563
 0.2924 -0.6592  0.7464
 0.4282 -0.6801 -0.8252
-0.7615  0.9927  0.2276
-0.4652 -0.4989  0.4987
-0.3112  0.4432  0.5383
 0.9878 -0.3634 -0.0521
-0.5864  0.5692 -0.2356
-0.5297 -0.1160 -0.9357
 0.6596  0.7552  0.8918
-0.2042 -0.2829  0.7565
 0.9985 -0.6629  0.8264
 0.9719  0.5817  0.6390
 0.1255  0.3361  0.2192
 0.6643  0.8099  0.6272
 0.7436  0.9186 -0.2267
 0.2200 -0.5845  0.1628
-0.6330  0.3937  0.4562
 0.1277 -0.8653 -0.8922
-0.0553 -0.4370  0.6934
 0.3148  0.9312  0.4409
-0.3614  0.9498  0.0943
 0.0763  0.6432 -0.1427
 0.9891 -0.6826  0.1860
 0.1349 -0.4305  0.7854
 0.0384 -0.3013 -0.4642
-0.7433  0.1312  0.9522
-0.8766  0.5089 -0.3947
-0.8868 -0.0282  0.9637
 0.2045  0.6389 -0.1621
 0.6982 -0.7179  0.1135
 0.9222  0.7497 -0.4242
-0.2701 -0.0449 -0.3011
-0.2404 -0.3865 -0.8623
-0.1202  0.1197  0.6114
 0.0275 -0.6129 -0.1622
-0.0501 -0.3136 -0.0934
-0.8451  0.5952 -0.5744
-0.6861 -0.2718  0.1171
-0.3837 -0.0650  0.0436
-0.8941 -0.7741 -0.6273
 0.2243  0.9716  0.7216
-0.3922 -0.6256  0.8255
-0.4768  0.3413 -0.4451
-0.7314 -0.8373 -0.1303
-0.3599 -0.5169  0.8428
-0.6343  0.0057  0.1984
-0.1077 -0.4683 -0.3371
-0.5637 -0.5426 -0.2458
 0.5580  0.0397 -0.7215
 0.2639  0.5309 -0.0942
 0.2858  0.7285 -0.6640
 0.2376  0.1443 -0.6790
 0.5732 -0.2217  0.7099
 0.7634  0.1052  0.3975
 0.9979 -0.4259  0.4200
-0.2100  0.4001  0.4553
-0.9578  0.1794 -0.1199
 0.1683 -0.4210  0.5819
-0.8292  0.2001 -0.0757
-0.0565  0.7614  0.5148
-0.8969  0.2775  0.5795
-0.8316  0.8925  0.5684
-0.5464 -0.2479  0.7196
 0.5059 -0.3137  0.6058
 0.1931 -0.7950  0.4749
-0.9741  0.8678 -0.5419
 0.3002  0.2707  0.2484
-0.6591  0.9513  0.3796
-0.4508 -0.6184  0.0299
 0.8218  0.6304  0.3598
 0.7023  0.5071  0.3220
-0.3395 -0.0521 -0.8897
-0.5021  0.4825 -0.8340
 0.1191  0.9137  0.8871
-0.2637 -0.6788 -0.8195
 0.6238  0.3622 -0.0915
 0.1485  0.8185  0.8078
-0.7526 -0.8169 -0.4497
 0.0388 -0.2981  0.2376
 0.7474 -0.9776  0.9276
 0.6883 -0.8150  0.7730
 0.0182  0.8404 -0.6059
 0.4385  0.3492  0.3606
-0.9257  0.6188 -0.3353
-0.9100 -0.8428  0.2294
-0.2009  0.9224  0.9667
-0.3382 -0.8237  0.5262
-0.1960 -0.9956  0.6706
-0.4086 -0.1605 -0.7036
-0.6825  0.2125  0.1322
-0.6434  0.4089 -0.5675
-0.5127 -0.2280  0.6477
 0.6516 -0.1905 -0.0547
-0.0731 -0.7635  0.4645
 0.0595  0.4645 -0.4677
-0.4441  0.2827  0.7256
-0.0339 -0.6359  0.4947
 0.0853 -0.1142 -0.8278
 0.1810  0.3534  0.5381
 0.6477  0.0031 -0.3684
 0.4790 -0.8064 -0.5869
 0.8527  0.0414 -0.5047
-0.1617 -0.1947 -0.5663
 0.2729 -0.4476  0.3954
-0.3878  0.5564  0.6379
-0.1980  0.2393 -0.5556
-0.4937  0.2128  0.0793
 0.1378 -0.5536 -0.6104
 0.0351 -0.4964  0.2020
-0.8611  0.2641 -0.7280
-0.0961 -0.4494 -0.5057
 0.7048  0.1805  0.1074
-0.5914  0.6874  0.2122
 0.5612 -0.6644 -0.7938
 0.0691  0.6575  0.0734
 0.4928 -0.7114 -0.7082
 0.8576  0.3030  0.7792
 0.0520 -0.1879  0.6534
-0.4209 -0.6633 -0.0684
 0.2177 -0.9562  0.7933
-0.7827 -0.1034 -0.6775
 0.6896  0.1989 -0.3210
-0.4248  0.0110 -0.0365
 0.7151 -0.3865  0.9675
 0.0649 -0.0131  0.4512
-0.6323  0.7725  0.3609
-0.7597  0.3268  0.6217
 0.1571  0.1381 -0.4819
 0.7600  0.4982 -0.4985
-0.6946  0.0883  0.6611
-0.5390 -0.8167 -0.5476
 0.9800 -0.9126  0.9514
-0.1953 -0.1847  0.4782
-0.5069 -0.5137  0.2417
 0.7701 -0.5232 -0.3313
 0.1873 -0.8533  0.4374
-0.2438  0.8398  0.2548
 0.0194  0.3608 -0.8420
-0.8708 -0.6959  0.1573
 0.0023 -0.6769 -0.6505
-0.6595 -0.2467 -0.3918
-0.1333  0.7725 -0.2578
-0.8483  0.3543  0.9075
-0.0225 -0.7371  0.5637
-0.3047 -0.2519 -0.6460
-0.7383 -0.0894  0.8136
-0.2317  0.8952  0.9062
 0.9740 -0.0047 -0.9409
 0.7078 -0.9950  0.5130
-0.4739  0.7645 -0.0865
-0.2992  0.3893  0.7255
 0.3259  0.2513 -0.0654
-0.8239  0.3714 -0.6644
 0.6693  0.0772  0.3759
 0.4828  0.0923  0.1476
-0.1934 -0.3022 -0.6191
 0.5648  0.3052 -0.0548
 0.2534 -0.9932  0.6319
 0.1573  0.9207  0.9110
 0.3979  0.5703  0.0357
 0.8708  0.3836  0.4512
-0.6063 -0.1323  0.9845
-0.2695 -0.3454  0.7599
 0.6956  0.2065 -0.0853
-0.5957  0.8588 -0.9661
-0.6325  0.9791  0.5862
-0.5819  0.6923  0.8687
-0.7849 -0.6964  0.0873
 0.7036 -0.0684  0.0083
 0.9931 -0.6217 -0.4493
-0.2469 -0.9107 -0.7644
-0.0159 -0.3870 -0.5596
-0.9345 -0.9673 -0.3449
-0.0067  0.5648 -0.3356
 0.6012  0.7537 -0.3652
 0.3927  0.8476  0.7791
 0.1984 -0.7660 -0.7232
-0.3014 -0.8542 -0.0108
-0.8687  0.4509  0.4861
-0.1530 -0.1062  0.1948
-0.4161  0.3279 -0.7807
-0.7837 -0.5175 -0.2602
-0.7919 -0.6479 -0.4963
 0.7826  0.4755 -0.0376
 0.2029 -0.9704 -0.5656
-0.2551  0.4000  0.0953
 0.8924  0.9027  0.3497
 0.0401 -0.6570 -0.9383
-0.9287  0.7702 -0.5353
-0.9031 -0.6952 -0.2828
 0.4731  0.6522  0.3250
 0.4207 -0.4337  0.0878
 0.4305  0.8467  0.2066
-0.1636 -0.8887  0.9097
-0.2653 -0.7636  0.3359
-0.6035 -0.4837 -0.2939
-0.2376 -0.0247  0.4468
 0.7295  0.0303  0.8704
 0.4140 -0.0424 -0.2718
 0.2657  0.2604  0.7935
 0.4411 -0.3306  0.6894
 0.0284  0.5749 -0.1848
 0.7251  0.3715 -0.0148
 0.4659 -0.8214 -0.7231
 0.3854  0.4382  0.7313
-0.3520 -0.0015  0.3312
-0.8259  0.5418  0.6172
-0.0383 -0.2836  0.8775
-0.5821 -0.8058  0.1256
-0.6651  0.4776  0.9099
-0.5509 -0.4275 -0.5115
-0.0336 -0.5955 -0.3473
-0.6986 -0.0766  0.3116
-0.8461 -0.2990 -0.5746
 0.7523  0.1078  0.7681
-0.2888  0.9723  0.6430
 0.7218 -0.6609 -0.3852
 0.4851  0.6897  0.9759
-0.6871  0.7423  0.5425
 0.4056 -0.0084 -0.5500
 0.4132 -0.7644 -0.4559
-0.0795 -0.8027 -0.3516
-0.0391 -0.4879 -0.6297
 0.2687  0.9748  0.6628
 0.2014 -0.5930 -0.4663
 0.1066 -0.9223  0.9399
-0.5801 -0.0616  0.4188
-0.1975 -0.4857 -0.4687
-0.3711  0.9337  0.1682
-0.6491 -0.9053 -0.3531
-0.3294 -0.0711  0.1066
 0.7284 -0.5445  0.0795
 0.0470 -0.6382 -0.6271
 0.9877  0.7356  0.2885
 0.1235 -0.7955  0.2457
-0.5213  0.0887  0.7541
 0.6756 -0.0782 -0.6902
-0.1610  0.3584 -0.3108
-0.6809 -0.1284 -0.6078
 0.7207 -0.4445  0.3880
-0.3253  0.3082 -0.1140
 0.4686  0.0191  0.4211
-0.0656 -0.1047  0.0867
-0.8082 -0.9695  0.1865
 0.5115 -0.6623 -0.5850
 0.7921  0.0931  0.6138
-0.0652 -0.9082  0.1061
 0.2582  0.1767 -0.4140
-0.5218 -0.0658 -0.1948
 0.8406 -0.9398  0.4810
 0.3161  0.3847 -0.9119
-0.5244  0.7599 -0.5146
 0.6572 -0.2051 -0.2430
-0.6730  0.0079 -0.7094
-0.2998 -0.9939 -0.4898
-0.0753  0.2698 -0.1381
 0.8287  0.4663  0.8399
 0.2491 -0.8015  0.4917
-0.8159 -0.1293  0.9638
 0.7856  0.0118  0.2522
-0.0142 -0.3381 -0.9951
 0.6793 -0.0554  0.9006
 0.1729 -0.4772 -0.8644
-0.8385  0.3264  0.5549
-0.6047 -0.1492  0.3065
 0.8987  0.4303 -0.2973
-0.1599 -0.6445 -0.3700
-0.7033 -0.6495 -0.3149
 0.4548 -0.3761  0.0634
-0.4561  0.0430  0.9431
-0.8782 -0.5002 -0.5667
-0.4416  0.6519 -0.3285
-0.5569 -0.6678 -0.3766
-0.2862 -0.3521 -0.4440
-0.4089 -0.2360  0.7258
 0.4082  0.4900 -0.5226
-0.7474 -0.3920  0.6685
-0.0587 -0.5921  0.1216
 0.5085  0.4374  0.4572
 0.5042 -0.1017 -0.5551
 0.8559  0.9853  0.5429
 0.3103  0.4774 -0.0570
 0.0522 -0.2988  0.8623
-0.0697  0.1004 -0.9865
-0.3894  0.0975 -0.4694
 0.2434  0.9788  0.7746
 0.7491  0.5085  0.3859
 0.3590  0.0409 -0.1451
 0.4333 -0.3203 -0.7985
 0.9990  0.4136  0.0378
-0.8248  0.8210 -0.0657
 0.0975 -0.9297 -0.7547
-0.0968 -0.6459 -0.2258
-0.5850 -0.2980  0.7289
 0.3798  0.4244 -0.9378
 0.1715  0.1089  0.9212
 0.8368  0.5172 -0.5229
 0.4119 -0.6678 -0.2741
-0.8236 -0.5721 -0.5184
-0.5099  0.2270 -0.8082
-0.8250 -0.6012  0.4998
 0.4703 -0.0837  0.7003
-0.6259  0.8982 -0.9593
-0.7440  0.3096  0.7416
 0.9029  0.9139  0.0961
-0.7714  0.5973  0.5455
 0.5478  0.4053  0.5489
-0.9923  0.6243 -0.8993
 0.8812 -0.6908  0.4548
-0.6906 -0.8732 -0.2302
-0.0846 -0.7993 -0.4491
 0.4393 -0.2769 -0.2289
-0.8145  0.9231  0.2708
 0.5969  0.3130  0.7109
 0.7768 -0.3974  0.4340
-0.3531 -0.4303 -0.5172
 0.6667  0.0618 -0.1555
-0.1729  0.6523  0.4431
 0.1965 -0.3702 -0.6772
-0.8326 -0.6831  0.5578
-0.9357  0.7192 -0.6870
-0.2874 -0.9927  0.7402
-0.9903  0.5966 -0.4494
-0.9232 -0.5394  0.2792
-0.5481 -0.7778 -0.8300
 0.1339  0.7234 -0.7471
 0.4589 -0.6226 -0.6596
-0.6684  0.6002 -0.0743
 0.7360 -0.3954 -0.4686
-0.5518  0.8806  0.7040
 0.1387 -0.9295  0.0358
 0.9618  0.3477  0.7011
-0.6671 -0.2430 -0.8417
 0.8700  0.9534  0.4736
 0.0962  0.5432  0.4359
-0.3937 -0.4500 -0.6477
 0.3433 -0.6766 -0.4251
-0.1156  0.1856 -0.7995
 0.4791 -0.7408  0.5594
 0.6618  0.9493 -0.4528
 0.9880  0.9479  0.4680
 0.3444  0.4980  0.2925
 0.9094 -0.6953 -0.6844
 0.7921 -0.5500  0.7169
 0.7473 -0.9295 -0.2568
-0.9258 -0.5276 -0.1339
 0.9748 -0.6454  0.5201
 0.0693  0.2087 -0.6813
 0.5139  0.7792  0.6917
-0.3961 -0.3442 -0.6899
-0.8234 -0.7778  0.6637
 0.3149  0.4450  0.2800
-0.0758 -0.6021 -0.8084
-0.3514 -0.4870 -0.5897
-0.1330  0.5673 -0.2616
-0.6229  0.4331  0.6650
 0.9687  0.6225  0.1006
-0.9828 -0.7750 -0.9182
-0.8631 -0.6645  0.3318
 0.6793  0.4231  0.2023
 0.8973  0.5037 -0.4237
-0.0133 -0.3759 -0.7302
 0.9089  0.5207 -0.8735
-0.1106  0.5877  0.8237
 0.7049 -0.7029  0.4510
-0.5847  0.9514  0.7905
-0.9315  0.5702  0.2613
 0.1170  0.7841  0.0689
 0.3722  0.9073  0.4632
-0.3252 -0.3789 -0.5881
 0.1560  0.6167  0.2587
-0.1447 -0.2822  0.8332
-0.6931 -0.3512 -0.5966
 0.6882 -0.0694  0.9192
-0.9735 -0.7410  0.8277
-0.6148 -0.1241 -0.3446
 0.5145 -0.6141  0.4375
-0.5640  0.2613  0.1024
-0.7841  0.2958  0.8607
 0.0225 -0.0817 -0.6697
 0.3758 -0.2338  0.1409
-0.5560  0.0625 -0.6325
-0.3109  0.9665 -0.1778
 0.3658 -0.7571  0.0112
 0.5094 -0.4512 -0.6266
 0.8877  0.6366 -0.3249
 0.7486  0.4756 -0.7179
-0.5663 -0.4614  0.9767
 0.8789  0.0374  0.7566
-0.5670  0.8444  0.8019
-0.7560  0.3068  0.0025
 0.8061  0.5966 -0.6889
-0.8533 -0.7012  0.3958
 0.4951 -0.2398  0.0894
-0.3793 -0.2109  0.8956
 0.2321  0.6361  0.1181
-0.4309  0.6213 -0.6922
 0.7517 -0.4547  0.9605
 0.2627 -0.5916  0.0678
 0.5877  0.2967  0.5048
-0.9043 -0.5373 -0.9227
-0.7940 -0.2228 -0.9481
-0.4260  0.7964  0.2002
-0.8867  0.3981 -0.7240
 0.2776  0.3983  0.5935
 0.2939  0.8944  0.7567
 0.4782 -0.2003 -0.2432
-0.3612 -0.5870  0.5116
 0.9047 -0.1563  0.7560
-0.7510  0.4819 -0.4378
-0.2557  0.9688  0.4474
 0.9724  0.2278 -0.5408
-0.5354 -0.2794 -0.8237
